FAI_86	112	211	81	30	19	89.18	10.82	0
FAI_1	303	107	33	7	3	97.79	2.21	0
FAI_47	82	129	141	79	22	77.7	22.3	0
FAI_121	272	154	16	8	3	97.57	2.43	0
FAI_57	323	98	22	7	3	97.79	2.21	0
FAI_167	37	114	194	70	38	76.16	23.84	0
FAI_91	298	109	19	14	13	94.04	5.96	0
FAI_99	25	134	161	54	79	70.64	29.36	0
FAI_135	327	85	31	4	6	97.79	2.21	0
FAI_163	72	160	163	46	12	87.2	12.8	0
FAI_86	112	211	81	30	19	89.18	10.82	0
FAI_1	303	107	33	7	3	97.79	2.21	0
FAI_47	82	129	141	79	22	77.7	22.3	0
FAI_121	272	154	16	8	3	97.57	2.43	0
FAI_57	323	98	22	7	3	97.79	2.21	0
FAI_167	37	114	194	70	38	76.16	23.84	0
FAI_91	298	109	19	14	13	94.04	5.96	0
FAI_99	25	134	161	54	79	70.64	29.36	0
FAI_135	327	85	31	4	6	97.79	2.21	0
FAI_163	72	160	163	46	12	87.2	12.8	0
FAI_86	112	211	81	30	19	89.18	10.82	0
FAI_1	303	107	33	7	3	97.79	2.21	0
FAI_47	82	129	141	79	22	77.7	22.3	0
FAI_121	272	154	16	8	3	97.57	2.43	0
FAI_57	323	98	22	7	3	97.79	2.21	0
FAI_167	37	114	194	70	38	76.16	23.84	0
FAI_91	298	109	19	14	13	94.04	5.96	0
FAI_99	25	134	161	54	79	70.64	29.36	0
FAI_135	327	85	31	4	6	97.79	2.21	0
FAI_163	72	160	163	46	12	87.2	12.8	0
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
FAI_135	327	85	31	4	6	97.79	2.21	0 
FAI_163	72	160	163	46	12	87.2	12.8	0 
FAI_86	112	211	81	30	19	89.18	10.82	0 
FAI_1	303	107	33	7	3	97.79	2.21	0 
FAI_47	82	129	141	79	22	77.7	22.3	0 
FAI_121	272	154	16	8	3	97.57	2.43	0 
FAI_57	323	98	22	7	3	97.79	2.21	0 
FAI_167	37	114	194	70	38	76.16	23.84	0 
FAI_91	298	109	19	14	13	94.04	5.96	0 
FAI_99	25	134	161	54	79	70.64	29.36	0 
